check_id,user_id,risk_score,aml_status,pep_check,sanction_check,result,remarks,checked_at
115,4892,93,REVIEW,False,True,REJECTED,High-risk profile,2023-10-01 00:18:00
116,9043,43,PASS,False,False,PENDING,AML review pending,2024-07-05 15:22:00
117,9369,31,PASS,False,True,PENDING,AML review pending,2025-06-09 06:44:00
118,6326,49,FAIL,True,False,PENDING,KYC verified,2025-02-01 15:45:00
119,1645,43,REVIEW,False,True,PENDING,No issues detected,2023-05-10 16:37:00
120,6718,19,REVIEW,True,True,APPROVED,High-risk profile,2024-04-12 00:46:00
121,6513,80,PASS,False,False,REJECTED,AML review pending,2025-03-11 08:21:00
122,7995,98,REVIEW,True,True,REJECTED,Additional documents required,2024-10-03 22:56:00
123,3728,37,PASS,False,True,PENDING,KYC verified,2024-10-08 21:58:00
124,475,39,PASS,True,False,PENDING,AML review pending,2024-03-30 05:44:00
125,8703,32,PASS,True,True,PENDING,Additional documents required,2024-01-19 13:09:00
126,3946,49,PASS,True,True,PENDING,High-risk profile,2023-03-22 19:55:00
127,154,33,REVIEW,False,False,PENDING,No issues detected,2024-10-15 08:29:00
128,9627,45,PASS,False,False,PENDING,High-risk profile,2023-06-11 02:28:00
129,7917,50,PASS,False,False,PENDING,No issues detected,2025-05-15 09:12:00
130,6485,3,PASS,True,False,APPROVED,AML review pending,2023-10-30 22:18:00
131,3589,46,PASS,False,True,PENDING,KYC verified,2025-03-05 07:38:00
132,7223,40,PASS,False,True,PENDING,KYC verified,2024-10-04 20:02:00
133,2878,54,PASS,False,False,PENDING,Additional documents required,2023-10-30 10:47:00
134,5550,38,REVIEW,False,True,PENDING,Additional documents required,2023-09-21 15:51:00
135,6512,87,FAIL,False,True,REJECTED,High-risk profile,2025-02-11 07:55:00
136,7452,16,PASS,False,False,APPROVED,AML review pending,2023-01-15 08:34:00
137,411,61,PASS,False,True,PENDING,KYC verified,2023-04-21 21:14:00
138,4952,90,PASS,True,True,REJECTED,KYC verified,2024-10-12 14:58:00
139,1593,15,PASS,True,False,APPROVED,High-risk profile,2023-02-08 09:31:00
140,8851,90,PASS,True,False,REJECTED,KYC verified,2024-01-15 21:47:00
141,4584,53,PASS,False,True,PENDING,High-risk profile,2025-05-03 15:39:00
142,1628,47,FAIL,False,False,PENDING,KYC verified,2024-03-31 07:54:00
143,7451,16,PASS,True,True,APPROVED,KYC verified,2024-02-12 08:12:00
144,9251,17,PASS,True,True,APPROVED,Additional documents required,2025-03-16 10:15:00
145,47,77,PASS,True,True,REJECTED,No issues detected,2023-12-03 04:50:00
146,423,85,PASS,False,True,REJECTED,No issues detected,2023-09-14 05:07:00
147,859,34,PASS,False,True,PENDING,KYC verified,2023-11-28 00:11:00
148,8409,47,PASS,False,True,PENDING,No issues detected,2024-05-02 14:49:00
149,8544,85,PASS,True,True,REJECTED,High-risk profile,2023-02-14 23:50:00
150,1769,88,PASS,False,True,REJECTED,KYC verified,2025-05-17 12:27:00
151,2068,9,PASS,False,False,APPROVED,No issues detected,2023-11-26 19:09:00
152,9920,65,PASS,True,True,PENDING,High-risk profile,2024-06-27 09:29:00
153,7431,44,PASS,True,False,PENDING,High-risk profile,2024-04-07 07:26:00
154,2501,48,PASS,False,True,PENDING,KYC verified,2023-11-17 21:16:00
155,1583,56,PASS,False,True,PENDING,No issues detected,2025-05-01 02:05:00
156,5401,72,PASS,False,False,REJECTED,High-risk profile,2023-03-03 18:35:00
157,9838,37,PASS,True,True,PENDING,Additional documents required,2025-06-07 23:03:00
158,5737,14,REVIEW,False,True,APPROVED,AML review pending,2024-11-03 15:14:00
159,9191,55,FAIL,True,False,PENDING,KYC verified,2024-08-10 07:51:00
160,5063,98,REVIEW,False,True,REJECTED,Additional documents required,2023-07-04 08:44:00
161,6567,85,PASS,True,True,REJECTED,No issues detected,2025-06-09 04:36:00
162,5586,59,PASS,False,False,PENDING,No issues detected,2023-08-09 12:26:00
163,2550,7,PASS,True,True,APPROVED,AML review pending,2024-09-02 02:56:00
164,9947,63,PASS,False,True,PENDING,No issues detected,2024-03-29 21:27:00
165,4641,15,PASS,False,False,APPROVED,KYC verified,2023-04-27 11:27:00
166,126,8,PASS,True,True,APPROVED,AML review pending,2023-08-14 12:38:00
167,8150,1,PASS,True,True,APPROVED,High-risk profile,2023-10-24 10:07:00
168,9155,65,REVIEW,False,True,PENDING,High-risk profile,2024-06-29 22:14:00
169,308,56,PASS,True,False,PENDING,No issues detected,2025-06-01 23:02:00
170,6844,91,PASS,False,True,REJECTED,AML review pending,2024-03-15 18:25:00
171,5929,89,PASS,True,True,REJECTED,High-risk profile,2023-06-25 19:29:00
172,6485,11,REVIEW,False,True,APPROVED,AML review pending,2024-08-26 12:33:00
173,1869,66,PASS,True,False,PENDING,AML review pending,2025-03-08 05:04:00
174,3872,19,PASS,False,True,APPROVED,Additional documents required,2025-01-14 20:52:00
175,1235,98,PASS,False,False,REJECTED,No issues detected,2024-09-08 04:48:00
176,9249,88,PASS,False,False,REJECTED,Additional documents required,2025-02-17 18:28:00
177,4962,57,PASS,True,False,PENDING,No issues detected,2024-03-26 02:30:00
178,617,58,PASS,False,True,PENDING,KYC verified,2023-03-17 09:29:00
179,7582,50,PASS,True,False,PENDING,No issues detected,2024-09-21 19:32:00
180,7793,78,PASS,True,False,REJECTED,KYC verified,2024-10-29 06:20:00
181,8267,11,PASS,True,True,APPROVED,High-risk profile,2025-04-10 10:45:00
182,2601,79,PASS,False,False,REJECTED,High-risk profile,2024-03-25 16:33:00
183,858,77,PASS,False,True,REJECTED,AML review pending,2025-03-04 10:43:00
184,4656,50,PASS,True,False,PENDING,KYC verified,2023-04-07 17:43:00
185,5083,45,FAIL,False,True,PENDING,No issues detected,2024-08-19 21:09:00
186,6172,72,PASS,False,True,REJECTED,No issues detected,2024-12-26 02:19:00
187,8332,55,PASS,False,False,PENDING,Additional documents required,2023-04-06 20:42:00
188,3146,63,PASS,True,True,PENDING,KYC verified,2023-08-08 10:49:00
189,8844,99,REVIEW,True,False,REJECTED,No issues detected,2023-10-30 03:32:00
190,2659,20,PASS,True,False,APPROVED,KYC verified,2023-05-15 19:24:00
191,3892,93,FAIL,False,False,REJECTED,Additional documents required,2024-02-25 11:43:00
192,3179,61,PASS,False,False,PENDING,AML review pending,2024-06-30 07:19:00
193,6860,68,FAIL,True,True,PENDING,AML review pending,2025-03-07 12:32:00
194,9086,48,REVIEW,True,False,PENDING,KYC verified,2023-02-23 20:30:00
195,8411,58,PASS,False,True,PENDING,Additional documents required,2025-02-20 05:17:00
196,437,45,PASS,False,False,PENDING,Additional documents required,2025-04-16 14:56:00
197,462,29,PASS,True,False,APPROVED,Additional documents required,2024-01-31 02:23:00
198,2274,61,PASS,False,False,PENDING,No issues detected,2023-05-21 01:18:00
199,3534,33,REVIEW,False,True,PENDING,AML review pending,2023-01-06 02:01:00
200,3907,7,PASS,False,True,APPROVED,KYC verified,2023-09-01 09:07:00
201,270,69,PASS,True,True,PENDING,AML review pending,2025-05-06 15:38:00
202,3942,46,PASS,True,True,PENDING,No issues detected,2024-03-15 00:39:00
203,8313,70,PASS,True,False,REJECTED,High-risk profile,2024-01-05 02:33:00
204,4156,48,PASS,False,True,PENDING,AML review pending,2023-02-14 20:24:00
205,1699,81,PASS,False,True,REJECTED,KYC verified,2023-09-04 23:42:00
206,2869,83,REVIEW,False,False,REJECTED,Additional documents required,2023-12-27 17:21:00
207,7499,92,PASS,True,True,REJECTED,Additional documents required,2025-04-10 04:04:00
208,8445,40,PASS,False,False,PENDING,KYC verified,2023-02-12 10:59:00
209,5849,37,REVIEW,True,False,PENDING,AML review pending,2025-02-10 20:12:00
210,7205,52,REVIEW,False,False,PENDING,Additional documents required,2023-05-08 11:27:00
211,8508,48,PASS,True,False,PENDING,KYC verified,2024-05-23 22:31:00
212,8938,24,PASS,True,True,APPROVED,AML review pending,2024-03-16 19:52:00
213,9874,58,PASS,True,False,PENDING,AML review pending,2024-11-07 09:19:00
214,7127,46,PASS,True,True,PENDING,High-risk profile,2024-04-02 01:46:00
215,2622,96,FAIL,True,False,REJECTED,KYC verified,2024-01-08 16:51:00
216,6002,100,PASS,True,True,REJECTED,High-risk profile,2023-05-10 02:15:00
217,1260,98,PASS,False,False,REJECTED,AML review pending,2024-01-15 11:28:00
218,425,15,PASS,False,False,APPROVED,No issues detected,2024-10-27 08:15:00
219,7312,34,PASS,False,False,PENDING,Additional documents required,2023-05-01 08:49:00
220,7407,10,PASS,False,True,APPROVED,AML review pending,2023-05-06 04:54:00
221,9012,9,PASS,False,True,APPROVED,Additional documents required,2024-11-14 11:45:00
222,1989,29,FAIL,True,True,APPROVED,High-risk profile,2025-03-23 11:32:00
223,6045,74,PASS,True,True,REJECTED,KYC verified,2023-01-27 11:35:00
224,7843,93,PASS,False,True,REJECTED,Additional documents required,2023-11-13 12:45:00
225,7633,58,PASS,False,True,PENDING,No issues detected,2023-11-21 20:04:00
226,2115,99,PASS,True,True,REJECTED,No issues detected,2024-10-17 18:11:00
227,5287,21,REVIEW,True,False,APPROVED,No issues detected,2023-06-06 09:10:00
228,9025,26,PASS,False,True,APPROVED,No issues detected,2023-10-18 02:16:00
229,2527,75,PASS,False,True,REJECTED,KYC verified,2024-10-18 05:37:00
230,9450,99,PASS,True,False,REJECTED,No issues detected,2023-03-25 01:41:00
231,8939,81,PASS,False,False,REJECTED,Additional documents required,2024-10-16 00:31:00
232,7431,39,PASS,True,True,PENDING,High-risk profile,2025-04-04 21:25:00
233,5574,27,PASS,False,False,APPROVED,AML review pending,2024-03-01 15:29:00
234,8438,48,PASS,False,True,PENDING,High-risk profile,2024-02-13 04:48:00
235,2309,32,PASS,False,False,PENDING,No issues detected,2023-05-06 08:28:00
236,5365,21,REVIEW,False,True,APPROVED,Additional documents required,2024-03-04 07:55:00
237,5056,64,PASS,True,False,PENDING,No issues detected,2024-05-25 16:29:00
238,5782,75,PASS,False,False,REJECTED,No issues detected,2024-04-13 07:13:00
239,4682,61,PASS,True,False,PENDING,Additional documents required,2025-05-13 20:43:00
240,6607,98,PASS,False,True,REJECTED,No issues detected,2023-09-28 23:23:00
241,4729,71,PASS,False,False,REJECTED,No issues detected,2024-07-29 06:23:00
242,1585,17,PASS,False,False,APPROVED,Additional documents required,2024-11-27 19:07:00
243,8194,52,PASS,True,True,PENDING,AML review pending,2023-07-23 19:32:00
244,2441,59,PASS,True,False,PENDING,No issues detected,2025-04-03 15:33:00
245,4903,79,PASS,False,False,REJECTED,High-risk profile,2023-11-23 05:25:00
246,1796,43,FAIL,False,True,PENDING,No issues detected,2025-04-15 00:23:00
247,9478,100,PASS,True,False,REJECTED,Additional documents required,2024-04-30 08:41:00
248,6230,80,PASS,True,True,REJECTED,No issues detected,2024-06-20 20:46:00
249,7226,3,PASS,True,False,APPROVED,Additional documents required,2024-12-18 03:12:00
250,7727,79,REVIEW,True,True,REJECTED,No issues detected,2024-02-25 16:49:00
251,7838,85,PASS,False,True,REJECTED,High-risk profile,2023-08-01 17:20:00
252,4332,46,PASS,True,True,PENDING,AML review pending,2024-06-29 10:34:00
253,4736,39,PASS,False,False,PENDING,High-risk profile,2024-07-25 09:14:00
254,4481,93,PASS,False,False,REJECTED,AML review pending,2023-12-24 17:59:00
255,4713,6,FAIL,True,False,APPROVED,High-risk profile,2025-03-02 04:18:00
256,3506,62,PASS,False,False,PENDING,Additional documents required,2024-11-02 08:47:00
257,3921,76,PASS,True,True,REJECTED,KYC verified,2023-04-22 19:47:00
258,7740,92,PASS,True,True,REJECTED,No issues detected,2023-04-13 13:21:00
259,7823,61,PASS,False,False,PENDING,AML review pending,2023-06-11 13:41:00
260,1466,99,PASS,True,True,REJECTED,Additional documents required,2024-10-23 01:58:00
261,6505,5,PASS,True,False,APPROVED,KYC verified,2024-03-03 05:59:00
262,1759,78,REVIEW,False,False,REJECTED,High-risk profile,2023-01-10 09:36:00
263,2199,64,REVIEW,False,False,PENDING,Additional documents required,2024-10-18 17:33:00
264,7519,21,PASS,True,True,APPROVED,AML review pending,2025-04-08 03:21:00
265,3165,87,PASS,False,False,REJECTED,No issues detected,2025-03-20 09:36:00
266,1563,86,PASS,True,False,REJECTED,AML review pending,2023-12-02 02:25:00
267,3859,50,PASS,False,False,PENDING,AML review pending,2023-09-12 00:16:00
268,4286,2,PASS,True,True,APPROVED,KYC verified,2024-08-19 23:36:00
269,8234,52,REVIEW,False,True,PENDING,AML review pending,2024-04-21 09:10:00
270,2189,29,PASS,False,False,APPROVED,High-risk profile,2024-01-12 19:14:00
271,8807,61,REVIEW,True,True,PENDING,No issues detected,2024-12-19 17:58:00
272,8654,58,PASS,True,True,PENDING,KYC verified,2025-06-13 02:33:00
273,3313,65,PASS,True,True,PENDING,AML review pending,2025-04-28 17:57:00
274,3366,15,PASS,False,True,APPROVED,No issues detected,2025-05-24 16:28:00
275,8410,17,PASS,True,False,APPROVED,AML review pending,2024-04-01 01:29:00
276,50,33,PASS,True,True,PENDING,High-risk profile,2025-01-10 00:25:00
277,988,70,REVIEW,True,False,REJECTED,KYC verified,2023-12-19 22:04:00
278,2219,99,PASS,False,False,REJECTED,High-risk profile,2023-10-21 13:11:00
279,8836,11,PASS,False,True,APPROVED,Additional documents required,2024-04-04 12:24:00
280,3649,17,REVIEW,True,False,APPROVED,High-risk profile,2024-07-04 12:33:00
281,8716,55,PASS,True,True,PENDING,High-risk profile,2024-11-20 23:34:00
282,1849,25,PASS,False,True,APPROVED,Additional documents required,2023-12-21 04:17:00
283,551,77,PASS,True,True,REJECTED,KYC verified,2023-07-31 02:06:00
284,3560,70,PASS,True,True,REJECTED,No issues detected,2024-02-16 14:14:00
285,9439,94,PASS,False,True,REJECTED,AML review pending,2023-10-24 07:52:00
286,3622,67,PASS,False,True,PENDING,No issues detected,2025-06-16 04:42:00
287,7000,23,PASS,True,False,APPROVED,High-risk profile,2024-08-28 23:58:00
288,6822,90,PASS,False,False,REJECTED,Additional documents required,2025-03-15 16:20:00
289,3693,31,PASS,True,False,PENDING,KYC verified,2025-02-11 17:30:00
290,8684,72,PASS,True,False,REJECTED,Additional documents required,2024-07-29 13:26:00
291,6080,58,PASS,True,True,PENDING,AML review pending,2023-12-05 20:05:00
292,648,78,REVIEW,True,True,REJECTED,High-risk profile,2024-01-22 21:38:00
293,3471,2,REVIEW,True,False,APPROVED,Additional documents required,2023-08-02 10:19:00
294,6499,27,REVIEW,False,False,APPROVED,High-risk profile,2024-12-13 19:45:00
295,5054,46,PASS,False,False,PENDING,KYC verified,2024-04-22 17:41:00
296,5247,98,REVIEW,False,False,REJECTED,High-risk profile,2025-04-02 23:30:00
297,2391,29,PASS,False,False,APPROVED,Additional documents required,2023-02-16 18:55:00
298,9336,49,REVIEW,False,False,PENDING,AML review pending,2023-07-20 10:14:00
299,8038,83,PASS,False,True,REJECTED,Additional documents required,2025-02-20 15:46:00
300,8883,24,FAIL,True,True,APPROVED,KYC verified,2025-01-07 17:31:00
301,105,98,PASS,True,True,REJECTED,Additional documents required,2025-04-17 21:03:00
302,6115,59,PASS,False,False,PENDING,KYC verified,2023-01-10 06:32:00
303,195,53,PASS,False,False,PENDING,KYC verified,2023-01-07 17:35:00
304,2938,56,PASS,True,True,PENDING,Additional documents required,2024-05-29 22:43:00
305,5808,33,PASS,False,True,PENDING,AML review pending,2023-07-16 19:33:00
306,3701,32,PASS,True,True,PENDING,KYC verified,2024-02-20 14:36:00
307,7799,71,PASS,True,True,REJECTED,KYC verified,2024-02-20 12:24:00
308,9271,43,FAIL,True,True,PENDING,Additional documents required,2024-05-26 13:41:00
309,7791,73,PASS,True,False,REJECTED,No issues detected,2023-08-05 22:56:00
310,5153,23,PASS,True,True,APPROVED,High-risk profile,2024-07-31 21:02:00
311,3940,73,PASS,False,False,REJECTED,High-risk profile,2023-03-20 09:10:00
312,1285,89,PASS,False,True,REJECTED,KYC verified,2025-02-12 23:08:00
313,5581,10,PASS,False,False,APPROVED,KYC verified,2024-03-23 07:53:00
314,8039,58,PASS,False,False,PENDING,Additional documents required,2024-10-11 08:50:00
315,1405,49,PASS,False,True,PENDING,KYC verified,2024-11-27 18:42:00
316,2528,49,PASS,False,False,PENDING,KYC verified,2023-03-26 08:09:00
317,5897,57,PASS,True,True,PENDING,KYC verified,2023-04-04 00:19:00
318,9089,72,PASS,True,True,REJECTED,KYC verified,2023-07-11 13:28:00
319,9799,77,PASS,False,True,REJECTED,AML review pending,2023-12-29 17:05:00
320,9168,11,REVIEW,True,True,APPROVED,High-risk profile,2024-02-28 12:49:00
321,4398,39,PASS,True,True,PENDING,High-risk profile,2023-06-23 04:17:00
322,1261,62,PASS,True,False,PENDING,No issues detected,2023-10-10 13:19:00
323,2220,14,PASS,False,False,APPROVED,No issues detected,2024-09-23 06:29:00
324,7056,43,REVIEW,True,False,PENDING,AML review pending,2024-01-25 10:28:00
325,5148,62,PASS,False,False,PENDING,AML review pending,2024-09-09 22:12:00
326,9436,63,PASS,False,False,PENDING,AML review pending,2025-01-22 22:40:00
327,9239,15,PASS,True,True,APPROVED,High-risk profile,2025-04-16 12:23:00
328,1134,38,REVIEW,False,False,PENDING,Additional documents required,2024-12-26 06:28:00
329,2526,33,PASS,False,True,PENDING,High-risk profile,2024-10-10 09:15:00
330,8756,52,PASS,False,True,PENDING,AML review pending,2024-09-04 15:37:00
331,1393,82,PASS,True,False,REJECTED,Additional documents required,2024-12-19 17:38:00
332,6548,73,FAIL,False,False,REJECTED,KYC verified,2024-10-24 19:02:00
333,8367,29,PASS,True,False,APPROVED,AML review pending,2023-01-11 03:16:00
334,9644,87,PASS,True,False,REJECTED,KYC verified,2024-02-05 14:49:00
335,1407,54,PASS,True,False,PENDING,AML review pending,2024-05-09 03:18:00
336,8538,27,PASS,False,True,APPROVED,High-risk profile,2023-12-18 14:50:00
337,1101,41,PASS,True,True,PENDING,AML review pending,2025-01-09 22:28:00
338,3997,22,PASS,True,False,APPROVED,No issues detected,2024-10-25 03:43:00
339,3023,52,PASS,False,False,PENDING,KYC verified,2024-03-12 14:14:00
340,7366,26,PASS,False,True,APPROVED,Additional documents required,2025-01-25 19:56:00
341,1026,91,PASS,True,False,REJECTED,AML review pending,2023-07-30 08:48:00
342,8020,34,PASS,False,False,PENDING,No issues detected,2023-07-21 14:07:00
343,5767,45,REVIEW,True,False,PENDING,No issues detected,2024-02-06 18:07:00
344,5132,18,PASS,False,True,APPROVED,Additional documents required,2024-08-27 02:43:00
345,6365,66,PASS,True,False,PENDING,High-risk profile,2024-01-18 22:09:00
346,2839,69,PASS,False,False,PENDING,Additional documents required,2023-07-10 15:40:00
